"TrueIC" "FittedIC" "n" "t" "LL" "AIC" "BIC" "Time" "finalN" "rmseLVscores"
"1" "deJong" "deJong" "200" "5" "-1879.589" "3793.177" "3849.249" "5.001" "458" "0.422"
"2" "deJong" "EKF" "200" "5" "-1879.589" "3793.177" "3849.249" "2.658" "458" "0.422"
"3" "deJong" "largeK" "200" "5" "-2229.584" "4493.168" "4549.239" "2.542" "458" "0.422"
