deJong EKF 200 5 0.4 0.36 0.048 0.056 -0.04 -0.099 0.062 0.93 1
deJong EKF 200 5 1 1.034 0.084 0.076 0.034 0.034 0.091 0.91 1
deJong EKF 200 5 1.2 1.188 0.015 0.015 -0.012 -0.01 0.019 0.9 1
deJong EKF 200 5 -0.4 -0.406 0.016 0.02 -0.006 0.016 0.017 0.984 1
deJong EKF 200 5 0.6 0.578 0.022 0.021 -0.022 -0.037 0.031 0.81 1
deJong EKF 200 5 0.7 0.691 0.02 0.019 -0.009 -0.013 0.022 0.92 1
deJong EKF 200 5 0.8 0.79 0.047 0.046 -0.01 -0.013 0.048 0.934 1
deJong EKF 200 5 0.6 0.608 0.047 0.048 0.008 0.013 0.047 0.964 1
deJong EKF 200 5 2 2.003 0.098 0.095 0.003 0.001 0.097 0.946 1
deJong EKF 200 5 1 0.984 0.053 0.056 -0.016 -0.016 0.055 0.952 1
deJong EKF 200 5 1.5 1.5 0.076 0.075 0 0 0.076 0.936 1
deJong EKF 200 5 0.4 0.419 0.04 0.041 0.019 0.046 0.044 0.944 1
deJong largeK 200 5 1.2 1.181 0.013 0.013 -0.019 -0.016 0.023 0.7 1
deJong largeK 200 5 0.8 0.787 0.015 0.016 -0.013 -0.016 0.02 0.866 1
deJong largeK 200 5 0.9 0.865 0.022 0.021 -0.035 -0.039 0.041 0.588 1
deJong largeK 200 5 1.1 1.055 0.017 0.017 -0.045 -0.041 0.048 0.276 1
deJong largeK 200 5 1 0.884 0.074 0.085 -0.116 -0.116 0.138 0.752 1
deJong largeK 200 5 0.4 0.36 0.048 0.056 -0.04 -0.099 0.062 0.93 1
deJong largeK 200 5 1 1.033 0.084 0.076 0.033 0.033 0.091 0.91 1
deJong largeK 200 5 1.2 1.188 0.015 0.015 -0.012 -0.01 0.019 0.9 1
deJong largeK 200 5 -0.4 -0.406 0.016 0.02 -0.006 0.016 0.017 0.984 1
deJong largeK 200 5 0.6 0.578 0.022 0.021 -0.022 -0.037 0.031 0.812 1
deJong largeK 200 5 0.7 0.691 0.02 0.019 -0.009 -0.012 0.022 0.92 1
deJong largeK 200 5 0.8 0.79 0.047 0.046 -0.01 -0.013 0.048 0.934 1
deJong largeK 200 5 0.6 0.608 0.047 0.048 0.008 0.013 0.047 0.964 1
deJong largeK 200 5 2 2.003 0.098 0.095 0.003 0.001 0.097 0.946 1
deJong largeK 200 5 1 0.984 0.053 0.056 -0.016 -0.016 0.055 0.952 1
deJong largeK 200 5 1.5 1.5 0.076 0.075 0 0 0.076 0.936 1
deJong largeK 200 5 0.4 0.418 0.04 0.041 0.018 0.046 0.044 0.944 1
