PFAstat FreeParm ModelImplied 0
PFAstat FreeParm FreeParm 1
PFAstat FreeParm Null 0
PFAstat FreeParm deJong 267
PFAstat FreeParm EKF 232
PFAstat FreeParm largeK 0
PFAstat FreeParm ModelImplied 0
PFAstat FreeParm FreeParm 0
PFAstat FreeParm Null 0
PFAstat FreeParm deJong 313
PFAstat FreeParm EKF 187
PFAstat FreeParm largeK 0
