PFAstat Null ModelImplied 1
PFAstat Null FreeParm 0
PFAstat Null Null 3
PFAstat Null deJong 277
PFAstat Null EKF 218
PFAstat Null largeK 0
PFAstat Null ModelImplied 0
PFAstat Null FreeParm 0
PFAstat Null Null 0
PFAstat Null deJong 278
PFAstat Null EKF 222
PFAstat Null largeK 0
