"modelName","ICspecTRUE","ICfitted","N","T","param_type","bias","rel_bias","rmse","coverage","sd_minus_se","power"
"PFAnonsMild","Null","deJong",20,50,"process_noise",-0.006493067642127,-0.178615185712731,0.0126336912922958,0.868744098205855,0.0010910372024912,0.776203966005666
"PFAnonsMild","Null","deJong",20,50,"time_series",-0.000390179603807106,-0.000522394094277165,0.00607876119230268,0.957507082152975,-0.000563012740867889,1
"PFAnonsMild","Null","EKF",20,50,"measurement",-0.000829316306240119,-0.00148514966505223,0.0351638711506394,0.951157407407407,-0.000362271766187482,1
"PFAnonsMild","Null","EKF",20,50,"process_noise",-0.00647977547147789,-0.178395736241281,0.0132259271121908,0.867283950617284,0.00180108419781038,0.772376543209877
"PFAnonsMild","Null","EKF",20,50,"time_series",-0.000412769659526135,-0.000467630293826738,0.00606013381910531,0.95775462962963,-0.000592563170865104,1
"PFAnonsMild","Null","FreeParm",20,50,"init_cond",-0.732858300567179,-0.994172473635042,0.734421387967258,0,-0.00338906860453601,0.0262295081967213
"PFAnonsMild","Null","FreeParm",20,50,"measurement",0.000398013671185954,-0.000478623099388303,0.0349119078408596,0.945901639344262,-0.000401634023678655,1
"PFAnonsMild","Null","FreeParm",20,50,"process_noise",-0.00555593469041106,-0.147593334913505,0.0136251949033693,0.841530054644809,0.00319079922606461,0.833333333333333
"PFAnonsMild","Null","FreeParm",20,50,"time_series",-0.000225138198350211,8.86899431143856e-06,0.0058493603664335,0.959016393442623,-0.000695187242513251,1
"PFAnonsMild","Null","largeK",20,50,"measurement",-0.000918211621977066,-0.00147360147380318,0.0351176130790126,0.950921658986175,-0.000407423069283823,1
"PFAnonsMild","Null","largeK",20,50,"process_noise",-0.00667667611142297,-0.183789692272342,0.0136204391892029,0.860983102918587,0.0021708597341582,0.766513056835638
"PFAnonsMild","Null","largeK",20,50,"time_series",-0.000463388120875791,-0.000476002637635594,0.00605569158032057,0.95852534562212,-0.000609231043656103,1
"PFAnonsMild","Null","Null",20,50,"measurement",-8.41052885844185e-05,-0.000571728851745772,0.0350493055551927,0.953467561521253,-0.000306332074366455,1
"PFAnonsMild","Null","Null",20,50,"process_noise",-0.00660865182873753,-0.183181114013998,0.0130517301879716,0.853094705443699,0.00225722747772431,0.798657718120805
"PFAnonsMild","Null","Null",20,50,"time_series",-1.45140437017716e-05,-6.01703208278602e-05,0.0060437414463543,0.960850111856823,-0.000607192572350561,1
"PFAnonsModerate","diffuse","deJong",200,5,"measurement",-0.0105959192280045,-0.0077981821445053,0.0499964091293674,0.808951965065502,-0.000162784951132969,1
"PFAnonsModerate","diffuse","deJong",200,5,"process_noise",-0.0419262592448269,-0.0619825569093796,0.0975016818235043,0.861717612809316,-0.00308891191441545,1
"PFAnonsModerate","diffuse","deJong",200,5,"time_series",-0.012381964546161,-0.0107779458414758,0.0221925640348492,0.903384279475983,-0.00100374260349881,1
"PFAnonsModerate","diffuse","EKF",200,5,"measurement",-0.010830792418676,-0.00793377290337639,0.0500197420624138,0.81,-0.000144831135923273,1
"PFAnonsModerate","diffuse","EKF",200,5,"process_noise",-0.0405847112052464,-0.0603349323070175,0.0967753572906179,0.864666666666667,-0.00363325490308804,1
"PFAnonsModerate","diffuse","EKF",200,5,"time_series",-0.0121630704487426,-0.0107311479095172,0.0221293514078624,0.9035,-0.000920077779887777,1
"PFAnonsModerate","diffuse","FreeParm",200,5,"init_cond",0.361983922919535,-0.570177477053033,1.821764908769,0.008,-0.0729875214951214,0.6192
"PFAnonsModerate","diffuse","FreeParm",200,5,"measurement",-9.42443417223326e-05,0.000190864155737566,0.0428919576509078,0.9512,-0.000232592864759731,1
"PFAnonsModerate","diffuse","FreeParm",200,5,"process_noise",-0.0884788429161484,-0.121391107586606,0.116132337789672,0.703333333333333,-0.00419145619417322,1
"PFAnonsModerate","diffuse","FreeParm",200,5,"time_series",-0.000425710286912795,-2.74113527299706e-05,0.018392114392749,0.961,-0.000983738198275155,1
"PFAnonsModerate","diffuse","largeK",200,5,"measurement",-0.0108010449439205,-0.00792168737561302,0.0499758415369313,0.8106,-0.000145374829010182,1
"PFAnonsModerate","diffuse","largeK",200,5,"process_noise",-0.0407736456179105,-0.0605736149149279,0.0968118688305577,0.864,-0.0036369415055008,1
"PFAnonsModerate","diffuse","largeK",200,5,"time_series",-0.0121285179011472,-0.0106969321944702,0.0221103227181227,0.904,-0.000920278074070372,1
"PFAnonsModerate","diffuse","Null",200,5,"measurement",0.587139084237748,0.876039223633411,0.602036168955323,0.3878,-0.00338697407022125,1
"PFAnonsModerate","diffuse","Null",200,5,"process_noise",0.294884802110777,0.0604312175645971,0.617073817002958,0,-0.0171970248638564,0.690666666666667
"PFAnonsModerate","diffuse","Null",200,5,"time_series",0.0175965967713118,0.0211828903413036,0.027840739885929,0.966,-0.0109359617870295,1
"PFAstat","FreeParm","deJong",20,50,"measurement",-0.00570791707353853,-0.00468666329993019,0.056030470397816,0.9406,-0.000705559529576012,1
"PFAstat","FreeParm","deJong",20,50,"process_noise",-0.0650086275793917,-0.0929034286205499,0.104972155733679,0.728666666666667,0.00162838689524978,1
"PFAstat","FreeParm","deJong",20,50,"time_series",-0.000218149814019346,-0.0119751606740423,0.0305084207850417,0.9485,-0.000154652461390417,0.9735
"PFAstat","FreeParm","deJong",200,5,"measurement",-0.047494915905634,-0.0303996278593496,0.110604741076093,0.525708502024292,-0.000388250287373379,1
"PFAstat","FreeParm","deJong",200,5,"process_noise",0.101206347201282,0.116231352593202,0.136752417874307,0.733468286099865,0.00177649014626165,1
"PFAstat","FreeParm","deJong",200,5,"time_series",-0.00375025523832033,-0.0697436464043366,0.0442992640762781,0.885627530364372,0.00157156352657698,0.938765182186235
"PFAstat","FreeParm","EKF",20,50,"measurement",-0.00570791706827791,-0.00468666327390368,0.0560304703717601,0.9406,-0.000705560181075936,1
"PFAstat","FreeParm","EKF",20,50,"process_noise",-0.0650086276472711,-0.0929034286482587,0.104972155949401,0.728666666666667,0.00162838748688837,1
"PFAstat","FreeParm","EKF",20,50,"time_series",-0.000218149940745482,-0.0119751592859924,0.0305084204244567,0.9485,-0.000154587970547674,0.9735
"PFAstat","FreeParm","EKF",200,5,"measurement",-0.047547941440913,-0.0304016013838495,0.110507905777088,0.526156941649899,-0.000471281681079458,1
"PFAstat","FreeParm","EKF",200,5,"process_noise",0.101523662420857,0.116674287023527,0.136914462444587,0.733065057008719,0.00168636081402548,1
"PFAstat","FreeParm","EKF",200,5,"time_series",-0.00373466413775272,-0.0699059263699273,0.0442428946431838,0.886317907444668,0.00142639091358464,0.938631790744467
"PFAstat","FreeParm","FreeParm",20,50,"init_cond",-0.03855264815897,-0.0546111776032783,0.288745481110261,0.9548,-0.281967626814754,0.3428
"PFAstat","FreeParm","FreeParm",20,50,"measurement",0.000611925111970263,-0.000293135463367828,0.0554316784334634,0.9524,-0.000597460933770865,1
"PFAstat","FreeParm","FreeParm",20,50,"process_noise",-0.0830744970671048,-0.115468616951203,0.114795827727135,0.656,0.00241634236496537,1
"PFAstat","FreeParm","FreeParm",20,50,"time_series",-8.74826706141751e-06,-0.00928272893517254,0.0305827628528765,0.948,-0.000152227095294947,0.974
"PFAstat","FreeParm","FreeParm",200,5,"init_cond",-0.0052810639450089,-0.0082913536047815,0.100040329873028,0.972,-0.0896785107601986,0.9904
"PFAstat","FreeParm","FreeParm",200,5,"measurement",-0.000266129030806134,-0.00029745452325147,0.0564142192051528,0.9528,-0.000606061238789725,1
"PFAstat","FreeParm","FreeParm",200,5,"process_noise",-0.0829627253890075,-0.114105137193255,0.120222947266323,0.706666666666667,0.00417333468914501,1
"PFAstat","FreeParm","FreeParm",200,5,"time_series",-0.000297129304327234,-0.0020746183544378,0.038613302579453,0.9475,0.00125486993111652,0.957
"PFAstat","FreeParm","largeK",20,50,"measurement",-0.00569691771777415,-0.00468043389361438,0.0560252663097208,0.9408,-0.000705644451162388,1
"PFAstat","FreeParm","largeK",20,50,"process_noise",-0.0650294674037814,-0.0929283368708807,0.104981612009972,0.728666666666667,0.00162966228348938,1
