PFAnons Null FreeParm 0.216443775188342 50 20 1.2047015382845212e+000 8.2092811812292033e-001 9.2490038966452448e-001 1.1050960274917274e+000 4.7185566466287542e-002 8.2112274921401860e-003 4.8614483441902341e-002 1.2084235902009697e+000 -3.9884698318916145e-001 6.0283469805643919e-001 6.9700944484917826e-001 8.3951373202606017e-001 6.0779710039409829e-001 2.1040779352907730e+000 1.0455395585059934e+000 1.5485260500098896e+000 4.2472534562734254e-001 5.6727700229042333e-002 -7.7874310979576603e-003 4.7244239741019094e-005 -8.5293080671679445e-005 3.4608925102085666e-004 1.1750494587908418e-002 1.4204150168964621e-002 1.7209470359866978e-002 1.4364560614689855e-002 1.0083340464815294e-002 6.9084041331749580e-003 7.9084047425624863e-003 4.7821005293645054e-003 8.0464113105646433e-003 9.3431666603146987e-003 5.0582684076329364e-003 4.0142222844714845e-002 3.1692077024497924e-002 9.5837039262024110e-002 4.9118127903974712e-002 7.1266803567815257e-002 2.2877529185806430e-002 5.9523213632549594e-002 6.9459445825474656e-002 1.3932587076108483e-003 2.8239466021053603e-003 1.1005471615021866e-002 -1.7728406360731614e+002 Strong failedInvertSym NA 3.59999999999854
PFAnons Null Null 0.216044342608182 50 20 1.2046974221829743e+000 8.2089128169066272e-001 9.2476800443307494e-001 1.1050789981969673e+000 4.8179498902434607e-002 7.3122442055308249e-003 4.9289284527843369e-002 1.2083852998766067e+000 -3.9878895009104715e-001 6.0282368318481305e-001 6.9702691968345820e-001 8.3850800587405372e-001 6.0646674136725620e-001 2.1042067896437557e+000 1.0448762574089547e+000 1.5499907065290459e+000 4.2422548683448930e-001 1.1741417129680218e-002 1.4202269921647529e-002 1.7210184357955641e-002 1.4358124387349062e-002 1.0108890629463036e-002 6.8782252704388761e-003 7.9029091119105967e-003 4.7902207278233159e-003 8.0497576935074297e-003 9.3476063350250681e-003 5.0675008800741871e-003 4.0107598323348627e-002 3.1640290381072231e-002 9.5856712896838933e-002 4.9088014003389809e-002 7.1305610730326971e-002 2.2808203252019269e-002 -1.7729371749273378e+002 Strong NA NA 2.01000000000204
PFAnons Null EKF 0.221299149328878 50 20 1.2029087523899160e+000 8.1973189195258334e-001 9.2282597377414921e-001 1.1023891809076269e+000 4.2142911466848072e-002 1.4449292522814548e-002 4.7097055524363031e-002 1.2084138787928718e+000 -3.9955528709747978e-001 6.0190593400544012e-001 6.9677110725097546e-001 8.4491376584628586e-001 6.2407692808203696e-001 2.1110912344970085e+000 1.0467468228763892e+000 1.5457275585525581e+000 4.2493026704904902e-001 1.1795537515520722e-002 1.4209478534337109e-002 1.7141360102889427e-002 1.4297222665527414e-002 1.1255798164158974e-002 7.4944392994576014e-003 8.1040882461688238e-003 4.7053309619710902e-003 8.0361062126683321e-003 9.2414910078415444e-003 5.0373589305306382e-003 4.0452934968110525e-002 3.2816259228374861e-002 9.6124047596102755e-002 4.9297059389146844e-002 7.1255777818751087e-002 2.3053156173586307e-002 -1.7721277208885675e+002 Strong NA NA 2.09999999999854
PFAnons Null largeK 0.221298094194906 50 20 1.2029089591244222e+000 8.1973203664393191e-001 9.2282639456814741e-001 1.1023897190882210e+000 4.2143047471635796e-002 1.4449008425615098e-002 4.7096980730117172e-002 1.2084139195375074e+000 -3.9955515887497350e-001 6.0190615733212427e-001 6.9677115218505337e-001 8.4491329362327794e-001 6.2407593339307788e-001 2.1110906870363291e+000 1.0467465637624076e+000 1.5457278111068502e+000 4.2492997441864921e-001 1.1795534413209878e-002 1.4209478288097103e-002 1.7141368709264609e-002 1.4297228802323134e-002 1.1255632105776214e-002 7.4943220921748098e-003 8.1039860895717620e-003 4.7053291226283444e-003 8.0361018596558607e-003 9.2414938341496139e-003 5.0373563210839422e-003 4.0452902046984734e-002 3.2816191698086715e-002 9.6123991404672482e-002 4.9297017964217149e-002 7.1255763489429705e-002 2.3053097641184225e-002 -1.8071108974538049e+002 Strong NA NA 2.11000000000058
PFAnons Null deJong 0.221299138984289 50 20 1.2029088697539192e+000 8.1973167439358197e-001 9.2282575550743784e-001 1.1023888629166134e+000 4.2142779499399985e-002 1.4449370072555985e-002 4.7096992248861588e-002 1.2084139184172087e+000 -3.9955538793595408e-001 6.0190586909343058e-001 6.9677105548106610e-001 8.4491313459093620e-001 6.2407705547780579e-001 2.1110902228605628e+000 1.0467458707486668e+000 1.5457262834971677e+000 4.2493023471055336e-001 1.1795537652375093e-002 1.4209473641048609e-002 1.7141346269056511e-002 1.4297209196474168e-002 1.1255801159943304e-002 7.4944501214479807e-003 8.1040302170411003e-003 4.7053304603494319e-003 8.0361049399948377e-003 9.2414871996465229e-003 5.0373576038758635e-003 4.0452904433207822e-002 3.2816297450480189e-002 9.6123961460439722e-002 4.9296994373426821e-002 7.1255677221189195e-002 2.3053144973991795e-002 -1.7721277208883095e+002 Strong NA NA 6.70999999999913
PFAnons Null FreeParm 0.224979332792617 50 20 1.1891412955467326e+000 7.9608145325579993e-001 8.9267059892346645e-001 1.0861162901893759e+000 4.6745364561383340e-002 2.1515208465802951e-003 4.6844391320436440e-002 1.1940691642056338e+000 -3.9842421176409953e-001 5.9074098282402110e-001 7.0657970350857202e-001 7.9276293086955141e-001 5.8251886706323019e-001 2.0468427989284539e+000 9.6762789819153328e-001 1.5262905770774851e+000 4.1515370913218569e-001 -4.7601392430943877e-002 -4.6559042675792459e-002 1.3262858538128777e-002 6.1305771947801867e-003 3.7473067791923493e-003 1.1726931448340095e-002 1.4339222579372831e-002 1.6342657146421389e-002 1.3460740774094733e-002 1.3600246190519650e-002 8.0264208295478777e-003 8.1492330254496065e-003 5.0998244013719116e-003 7.8417232954372199e-003 9.0782853536205722e-003 4.8586096280457559e-003 3.8508766846330290e-002 3.1078984352415857e-002 9.3348430453273262e-002 4.5806412087433968e-002 7.0046575486138601e-002 2.2297877203528493e-002 6.8284957555023548e-002 7.1410489518416012e-002 2.9422064623657863e-002 2.1582792616524654e-002 3.0869371327878443e-002 -1.7554397600738560e+002 Strong NA NA 4.31999999999971
PFAnons Null Null 0.224915135822433 50 20 1.1891761290907132e+000 7.9616984349920850e-001 8.9274154234488601e-001 1.0861472999112141e+000 4.7219734846958822e-002 9.6294646729908691e-004 4.7239372100363337e-002 1.1937589414273022e+000 -3.9822598628936973e-001 5.9058907932222560e-001 7.0674602131659636e-001 7.9121150614923141e-001 5.7929555433524194e-001 2.0441063954713665e+000 9.6799690377609404e-001 1.5254884091982293e+000 4.1500463351670575e-001 1.1708701444352350e-002 1.4328726447942509e-002 1.6341029728742601e-002 1.3462719356706648e-002 1.2751027752623679e-002 7.8311115981082886e-003 8.0565363872112973e-003 5.1465941391244446e-003 7.8367718449184748e-003 9.1206443925408633e-003 4.8577153402053390e-003 3.8455165272209428e-002 3.0834034909979043e-002 9.3218266327370652e-002 4.5826394799716855e-002 6.9988567209153599e-002 2.2311129277352251e-002 -1.7556168206190532e+002 Strong NA NA 2.20000000000073
PFAnons Null EKF 0.232318120882212 50 20 1.1877326101972534e+000 7.9504782060966017e-001 8.9085069405163209e-001 1.0835890888061657e+000 4.6496264983738760e-002 2.7361544624830091e-003 4.6657278803777506e-002 1.1940346210582815e+000 -3.9878951201691559e-001 5.9017746576627317e-001 7.0644272468313141e-001 7.9702575930551212e-001 5.8528041054889401e-001 2.0498770087430382e+000 9.6925241652012517e-001 1.5249027969989863e+000 4.1899738925278895e-001 1.1728578716101178e-002 1.4333363240909169e-002 1.6290957389838604e-002 1.3423088842584977e-002 1.3333497819188545e-002 8.0668339152830826e-003 8.1258857505060629e-003 5.0308595834671977e-003 7.8396763968419190e-003 9.0024952612072235e-003 4.8589521259665598e-003 3.8705488468099729e-002 3.1307706652420719e-002 9.3491210039406039e-002 4.5973989148068231e-002 7.0048285251107664e-002 2.2572144429099713e-002 -1.7534812649145857e+002 Strong NA NA 2.30999999999767
PFAnons Null largeK 0.232316707250074 50 20 1.1877328586748597e+000 7.9504798970188317e-001 8.9085107100005989e-001 1.0835895938944948e+000 4.6496063284345399e-002 2.7361964932907886e-003 4.6657082749673284e-002 1.1940346826633608e+000 -3.9878944254769577e-001 5.9017763072494167e-001 7.0644275006589630e-001 7.9702535611624947e-001 5.8528021785895734e-001 2.0498768662793743e+000 9.6925198056204898e-001 1.5249028826656652e+000 4.1899664289120669e-001 1.1728579168619144e-002 1.4333365061249005e-002 1.6290964028366009e-002 1.3423090981130049e-002 1.3333447039707770e-002 8.0668163890779097e-003 8.1258794675218154e-003 5.0308570874067274e-003 7.8396716328055244e-003 9.0024961646239590e-003 4.8589480931461463e-003 3.8705465044705581e-002 3.1307671935835203e-002 9.3491207200890367e-002 4.5973945958058905e-002 7.0048271086936356e-002 2.2572082028662514e-002 -1.7884645431705690e+002 Strong NA NA 2.31000000000131
PFAnons Null deJong 0.232318088362403 50 20 1.1877323124067984e+000 7.9504774534051648e-001 8.9085079875678541e-001 1.0835889322438002e+000 4.6496071368549545e-002 2.7364108866599016e-003 4.6657116040071958e-002 1.1940347817788162e+000 -3.9878958823059441e-001 5.9017759016108651e-001 7.0644263545862096e-001 7.9702532898231404e-001 5.8528017655259146e-001 2.0498770300843554e+000 9.6925186335739433e-001 1.5249028264205140e+000 4.1899748723492530e-001 1.1728571200073579e-002 1.4333360477626790e-002 1.6290957132535169e-002 1.3423085468194734e-002 1.3333503715385239e-002 8.0668419345528031e-003 8.1258986586479256e-003 5.0308523695600047e-003 7.8396766338558552e-003 9.0024903314128817e-003 4.8589510501888308e-003 3.8705447689442653e-002 3.1307666537744736e-002 9.3491206112118794e-002 4.5973947568998072e-002 7.0048279325595528e-002 2.2572150184099499e-002 -1.7534812649139852e+002 Strong NA NA 3.08000000000175
PFAnons Null FreeParm 0.23847954322805 50 20 1.1895240489231538e+000 7.8722681492683999e-001 9.2321071559813006e-001 1.0901142876647636e+000 8.2638578994146880e-002 -9.2619703813878337e-002 1.8644493238241291e-001 1.2039405669308965e+000 -3.9772915205637710e-001 6.0775759758082981e-001 6.9581786145205271e-001 8.3709060294438320e-001 6.3998613001893501e-001 1.9136756867703575e+000 1.0210703058385615e+000 1.5147966275229030e+000 4.2347823657308153e-001 -4.5369521774976274e-002 -2.3014986678020709e-003 1.9308334953354299e-022 -2.9931885507693357e-021 5.0243817352262937e-002 1.2780219908718065e-002 1.4753744338462884e-002 1.7971359559205997e-002 1.4893896196805213e-002 4.1162198115442714e-021 8.8129807345420674e-021 7.9039032753139248e-003 4.4441296597734145e-003 8.9741291247327389e-003 9.3650384370873065e-003 5.8283626818759673e-003 3.9327211192797785e-002 3.1519517736209562e-002 8.6863654105866051e-002 4.8215168135153086e-002 6.9905901054328201e-002 2.2386914442287208e-002 5.6458300530286651e-002 8.3321627466288239e-002 0.0000000000000000e+000 0.0000000000000000e+000 3.1401075908732257e-002 -1.7587371309264654e+002 Strong failedInvertSym NA 4.2599999999984
